"","lat","lng","name","type","elev"
"1502",34.5277777774625,-117.29277777822,"Victor Valley Community Hospital","Heliport",2896
"1506",36.4427280553437,-119.31567138917,"Gilbert Aviation","Heliport",310
"1508",37.9127777775918,-122.041666666705,"John Muir Walnut Creek Medical Center","Heliport",284
"1513",35.7041219442033,-119.3765033329,"Burroughs","Heliport",262
"1515",36.9705066669168,-121.862177221886,"Alta Vista","Heliport",480
"1516",36.9399522222637,-121.776062222332,"Watsonville Community Hospital","Heliport",111
"1520",34.0844444440891,-118.38333333354,"West Hollywood Sheriff's Helistop","Heliport",240
"1522",34.0497858331679,-118.456246111366,"Va Greater Los Angeles Health Care Center","Heliport",289.9
"1523",33.7452941666259,-118.000060277797,"Huntington Beach Service Center","Heliport",29
"1524",38.5915716665608,-121.545234444403,"Kovr","Heliport",20
"1526",33.9711111112523,-118.049027778108,"Presbyterian Intercommunity Hospital","Heliport",196
"1527",33.5925241664832,-117.23725777758,"Inland Valley Reg Med Ctr","Heliport",1327
"1537",38.6654600003168,-121.825519999769,"Joe Heidrick","Heliport",120
"1538",34.1788938892328,-118.599252500333,"Warner Center Plaza One","Heliport",1133
"1540",34.8708188891613,-116.834201388441,"Sce Solar I","Heliport",1942
"1546",34.1261180556192,-116.413345833262,"Yucca Valley Service Center","Heliport",3238
"1548",33.0370944447377,-117.285072221952,"Scripps Memorial Hospital","Heliport",224
"1557",39.177209444182,-106.856151667007,"Pfister Ranch","Heliport",8000
"1558",39.1938758335347,-106.840316944018,"Aspen Valley Hospital","Heliport",8140
"1560",39.7263763888583,-104.826641389067,"Aurora Presbyterian Hospital","Heliport",5415
"1562",39.7421111109874,-104.835749999722,"Children's Hospital Colorado","Heliport",5557
"1563",39.688320833196,-104.832197499642,"Aurora Rgnl Medical Center","Heliport",5604
"1565",39.6435963888603,-106.847817777825,"Beaver Creek","Heliport",7500
"1575",39.7694311111386,-105.851121666396,"Henderson Mine","Heliport",10340
"1580",39.7938888892062,-105.49444444467,"Miner's Mesa","Heliport",8668
"1584",40.0663741667108,-105.206098889267,"Building 910","Heliport",5150
"1585",40.0277633331692,-105.283878889322,"Boulder Community Hospital","Heliport",5373
"1586",40.0536191667326,-105.359642221869,"Emancipation Hill","Heliport",7152
"1590",37.0191891663619,-103.885519166413,"Branson","Heliport",6262
"1592",39.4730416663571,-106.032516667002,"Overlook Athletic Club","Heliport",10085
"1596",39.9624999997223,-104.76666666629,"Platte Valley Medical Center","Heliport",5115
"1598",39.8902633331012,-105.087761388744,"Cirino","Heliport",5380
"1599",40.2583130558809,-103.649115000238,"East Morgan County Hospital","Heliport",4280
"1609",39.042490555395,-104.364687777587,"Peyton","Heliport",6821
"1613",38.4963855553778,-105.311102500195,"Brown's Fort","Heliport",6300
"1614",38.4538888889813,-105.285833333224,"Fremont Peak","Heliport",7100
"1616",39.4690833335144,-107.135722221797,"Turnberry Ranch","Heliport",7100
"1618",40.6730555557318,-104.919722221778,"Black Hollow","Heliport",5294
"1620",39.352500000058,-105.006666666376,"Red Canyon Ranch","Heliport",6450
"1621",39.3442388888108,-104.841905555188,"Rampart","Heliport",6480
"1622",39.4061111107962,-104.884166666575,"Castle Rock Adventist Health Campus","Heliport",6134
"1627",38.4499872224312,-107.650613888939,"Cerro Summit","Heliport",8208
"1628",38.3833241668783,-107.417280277593,"Fitzpatrick","Heliport",9316
"1630",38.8403638890936,-104.799466666308,"Memorial Hospital","Heliport",6155
"1631",38.7033333335876,-104.523333333493,"Falcon Afb Helipad","Heliport",6288
"1632",38.9691666667846,-104.757777778163,"Memorial North","Heliport",6901
"1633",38.9377777777919,-104.718333333451,"St Francis Medical Center","Heliport",6900
"1636",38.8677702775237,-104.822752778034,"Penrose Hospital","Heliport",6143
"1640",37.2499952775278,-108.500644722046,"Mesa Verde","Heliport",8074
"1642",37.3630028330756,-108.574570999837,"Mchd","Heliport",6145
"1645",40.5183333334635,-107.580555555538,"The Memorial Hospital","Heliport",6316
"1646",40.5241666667485,-107.555555555267,"Craig","Heliport",6500
"1654",37.6750277774501,-106.362888888775,"Rio Grande Hospital","Heliport",7190
"1657",38.7999836108925,-108.167296666502,"Point Creek","Heliport",6200
"1659",38.7408055552589,-108.052000000047,"Delta County Memorial Hospital","Heliport",5000
"1660",38.7036111109892,-108.063163888699,"Jim's","Heliport",5093
"1663",39.6980427776535,-104.987203888703,"Gates Rubber Co","Heliport",5289
"1664",39.7427644443113,-104.99359277797,"Vtol","Heliport",5354
"1665",39.6708205555493,-104.975536666811,"Porter Memorial Hospital","Heliport",5349
"1666",39.7494311109592,-104.969425000335,"Presbyterian/St Luke's Med Ctr","Heliport",5291
"1667",39.7333333335336,-104.940277777536,"Rose Medical Center","Heliport",5383
"1668",39.7374866669889,-104.992203889116,"Police Headquarters","Heliport",5350
"1669",39.79054194469,-104.901921944523,"General Mail Facility","Heliport",5223
"1670",39.7210972219046,-104.982758332974,"Kusa Helistop","Heliport",5260
"1671",40.1463333332483,-104.887500000184,"Kauffman","Heliport",5120
"1672",39.8527633334787,-104.976646388919,"Capri","Heliport",5255
"1673",39.7472088885843,-104.980536388747,"St Lukes Hospital","Heliport",5330
"1674",39.7274869443321,-104.990815000262,"Denver Health","Heliport",5212
"1675",39.7458199998947,-104.968868889275,"St Joseph Hospital","Heliport",5463
"1680",39.6874872221978,-104.959703055936,"Denver Police Department-District 3","Heliport",5340
"1681",39.83331916641,-106.067241944422,"Amax Mill","Heliport",9176
"1683",37.5999905553345,-108.633984722024,"Pleasant View","Heliport",7723
"1685",37.2030580557317,-107.867843333016,"Animas Air Park","Heliport",6660
"1686",37.627220000027,-107.803953888775,"Purgatory Nr One","Heliport",8700
"1687",37.2416691664821,-107.875621666297,"Mountain Bell/Durango","Heliport",6534
"1689",37.2361111108713,-107.827499999895,"Mercy Regional Medical Center","Heliport",6585
"1695",37.8833236110566,-108.833991111214,"Egnar","Heliport",8063
"1698",39.0908222221632,-104.543580556005,"Rotor Leasing","Heliport",7260
"1701",39.3624883331777,-104.599693055761,"Elizabeth Emergency","Heliport",6512
"1704",39.5508888887972,-104.505683333605,"Houston","Heliport",6039
"1710",39.7683199997631,-105.848065555578,"Henderson","Heliport",10400
"1711",39.7938758336528,-105.763894999881,"Berthoud Pass","Heliport",12442
"1712",39.6547097220545,-104.971092777457,"Swedish Medical Center","Heliport",5374
"1713",39.59443277746,-104.823309444253,"Centennial Healthcare Plaza","Heliport",5680
"1716",40.3716502780528,-105.515553611477,"E P M C","Heliport",7674
"1718",39.6408213891398,-105.396106111266,"Greystone","Heliport",7540
"1719",39.2163791666272,-106.08668555564,"Sacramento","Heliport",11104
"1722",40.1127166666,-104.951883333677,"Rhoads","Heliport",5000
"1726",40.5716488889696,-105.056366111285,"Poudre Valley Hospital","Heliport",4960
"1727",40.5855377777328,-105.039699166559,"Century Helicopters","Heliport",4935
"1728",40.5899166667428,-105.046055555678,"Heli - One","Heliport",4935
"1729",40.5835849996867,-106.985330000446,"Heli-Support Ii","Heliport",4935
"1734",40.5910861112596,-105.047755555369,"North Arrow","Heliport",4935
"1737",40.2610916666427,-103.796338888735,"Colorado Plains Medical Center","Heliport",4356
"1739",39.4294327781096,-104.658860555118,"Hilltop","Heliport",6737
"1741",40.1219444444617,-104.980833333152,"Frederick-Firestone F S  #2","Heliport",4974
"1742",39.5806666668708,-106.092500000131,"Summit Medical Center","Heliport",9042
"1748",39.7055427774682,-104.939423889333,"Cherry Creek Townhouse","Heliport",5340
"1750",39.5333155557883,-107.283942222467,"Lookout Mountain","Heliport",7985
"1751",39.433315000116,-107.383941666595,"Sunlite","Heliport",10603
"1752",39.5323472224066,-107.322655555319,"Valley View Hospital","Heliport",5855
"1753",39.735542777892,-105.206654721849,"Lookout Center Rooftop","Heliport",5918
"1756",39.1177586112187,-108.538981388604,"Blm Fire Center","Heliport",4820
"1757",39.0974811108817,-108.583982777528,"Mountain Bell","Heliport",4580
"1758",39.0721666667808,-108.511166666511,"Lands End","Heliport",4630
"1759",39.0898666666118,-108.562783333628,"St Mary's Hospital & Medical Center","Heliport",4830
"1760",39.0861036109542,-106.268355833288,"Granite","Heliport",10093
"1762",40.4149999998744,-104.707777777621,"Ncmc","Heliport",4882
"1764",39.5749883335276,-104.875533611455,"Yankee Port","Heliport",5854
"1766",38.6245666666471,-105.516016666955,"Hecox","Heliport",8250
"1767",38.5516580554942,-106.924765277665,"Gunnison Valley Hospital","Heliport",7715
"1774",37.3499974997888,-108.150632221788,"Madden Peak","Heliport",10039
"1785",39.1333225001104,-103.46716694464,"Lincoln Community Hospital","Heliport",5034
"1786",39.6908213887462,-105.504719722538,"Arapahoe","Heliport",10672
"1788",39.6366544442073,-105.266935277861,"Indian Hills/Fire Department","Heliport",7310
"1790",40.3408333330606,-104.822500000198,"Frontier Helicopters","Heliport",4900
"1797",39.6041533332828,-105.958903611089,"Snake River Health Services Inc","Heliport",9300
"1798",39.3438761108424,-104.465244166412,"Elbert County","Heliport",6380
"1806",40.002777777705,-106.45222222231,"Mc Elroy","Heliport",9209
"1807",39.9716666663728,-105.0849999999,"Exempla Good Samaritan","Heliport",5204
"1811",37.9768000001919,-103.549950000279,"Arkansas Valley Rgnl Medical Center","Heliport",4144
"1814",39.7158333331419,-105.127777778221,"St Anthony's Hospital","Heliport",5681
"1817",38.0711111109881,-102.609444444119,"Prowers Medical Center","Heliport",3575
"1821",39.2452674998325,-106.245856111252,"St Vincent General Hospital","Heliport",10175
"1824",39.5763766666045,-104.986648888859,"Arapahoe Medical Park/Littleton Hospital","Heliport",5581
"1825",39.5560991670061,-105.162210555201,"Deer Creek Building","Heliport",6228
"1826",39.5869333332101,-105.169433333479,"Manor House","Heliport",6220
"1828",39.528055555582,-104.869722222134,"Sky Ridge Medical Center","Heliport",6025
"1830",40.187206944435,-105.126650277555,"Denver Artcc","Heliport",5057
"1831",40.18161666644,-105.124744444188,"Longmont United Hospital","Heliport",5047
"1832",40.1427777780083,-105.002777777764,"Murphy","Heliport",4870
"1835",39.9527630553329,-105.152485278052,"Avista Hospital","Heliport",5510
"1837",40.403871944155,-105.051367499667,"Mc Kee Medical Center","Heliport",4872
"1838",40.4180555556488,-105.000000000056,"Medical Center Of The Rockies","Heliport",5010
"1840",39.1769322221161,-103.879954444588,"Matheson","Heliport",5976
"1842",40.2055394447447,-104.975533333163,"Ag-Air Inc","Heliport",5025
"1844",40.1499730556354,-107.867295555628,"Teepee Park","Heliport",8646
"1845",40.0413619447157,-107.911185833648,"Pioneers","Heliport",6298
"1848",39.6030555556102,-105.090833333266,"Swedish S W Medical","Heliport",5563
"1855",38.4660975002596,-107.873395833262,"West Area Pwr Admin Ops Center","Heliport",5825
"1856",38.4583130553356,-107.867746388628,"Montrose Blm","Heliport",5859
"1857",38.4801499998802,-107.869144444789,"Montrose Memorial Hospital","Heliport",5888
"1858",38.2533333329935,-107.972222222259,"Elk Mountain Resort","Heliport",8965
"1860",39.0858333332685,-104.902777777579,"Monument Helibase","Heliport",7120
"1861",39.6691541663678,-105.219711666232,"Mount Morrison","Heliport",7881
"1862",38.7452741664971,-106.199741944151,"Mount Princeton","Heliport",10858
"1863",38.2186111114603,-108.275833333477,"Basin Clinic","Heliport",5400
"1867",40.1124850002144,-105.16165194413,"Anderson","Heliport",5160
"1868",38.0999997220266,-108.283916388776,"Norwood Junction","Heliport",7262
"1869",38.2999883335931,-108.183964444865,"Raspberry","Heliport",9943
"1877",40.2333152777138,-106.900603055211,"Phippsburg","Heliport",8347
"1879",38.5672222223743,-107.995555555725,"Ash Mesa","Heliport",5681
"1880",38.0847144445236,-107.700893055329,"Ponderosa","Heliport",7250
"1882",39.0905363885804,-108.221191944474,"Lands End Microwave","Heliport",9940
"1885",39.416644721946,-108.100632499723,"Grand Valley","Heliport",6095
"1886",39.5475519446957,-104.767137444584,"Parker Adventist Hospital","Heliport",5766
"1888",40.1333183330391,-106.167246388573,"Grouse Mountain","Heliport",9855
"1893",38.0166586112978,-108.050625000045,"Placerville","Heliport",7304
"1896",38.2808355556285,-104.614140555372,"Parkview Medical Center","Heliport",4766
"1898",38.3288888886457,-104.701944444254,"Parkview Medical Center West","Heliport",5005
"1900",38.2336141665795,-104.623308333564,"St Mary-Corwin Hospital","Heliport",4817
"1906",40.1166366668991,-108.950666666478,"Raven Ridge","Heliport",6084
"1907",39.5833080554135,-108.950661111296,"Baxter Pass","Heliport",8718
"1908",40.0781555555532,-108.806988889244,"Rangely District Hospital","Heliport",5335
"1911",37.6833283334201,-108.017294444241,"Rico","Heliport",8807
"1913",39.5338888887791,-107.772222221887,"Rifle Junction","Heliport",5609
"1914",39.5277777778269,-107.718888888634,"Dbs Air","Heliport",5548
"1915",39.6999766667159,-107.950628333508,"Rio Blanco","Heliport",8416
"1928",38.5327747219718,-105.989735277454,"Salida Hospital","Heliport",7050
"1930",39.4305555556595,-107.623055555909,"West Divide","Heliport",6352
"1931",37.7999966667976,-107.667283888836,"Silverton Junction","Heliport",9272
"1932",37.8527777781311,-107.575250000367,"K2 Heliport Nr 1A","Heliport",9500
"1940",40.4499786114522,-106.73393472186,"Mount Werner","Heliport",10554
"1943",40.5555555558278,-106.844444444033,"Mann","Heliport",7500
"1946",40.6124855556988,-103.21993138864,"Sterling Rgnl Med Center","Heliport",3946
"1951",39.0494358334363,-105.513055555674,"Badger Mountain","Heliport",11294
"1953",37.9399936110952,-107.848674999737,"Helitrax / Telluride","Heliport",9430
"1955",38.4777777780578,-105.521111110848,"Prospect Peak","Heliport",8660
"1956",38.4094444442354,-105.58527777788,"Texas Creek","Heliport",6250
"1957",39.8635966663566,-104.984979722043,"North Suburban Medical Center","Heliport",5333
"1958",37.3500019444135,-107.767286111453,"Missionary Ridge","Heliport",9873
"1960",37.1875183332663,-104.487761944585,"Mount San Rafael","Heliport",6100
"1963",39.6166525001403,-106.383917222478,"Vail Junction","Heliport",10116
"1964",38.7124894442733,-105.142203055309,"D B Smith Memorial","Heliport",9710
"1966",40.4499811113531,-106.200580000446,"Owl Ridge","Heliport",8796
"1967",40.5679138889526,-106.060647222377,"Michigan River Ranch","Heliport",8620
"1973",39.4997105556422,-105.106375277338,"Lockheed Martin","Heliport",5718
"1979",39.8491525002088,-105.018315000291,"St Anthony North","Heliport",5506
"1980",39.8208194441561,-105.05387138913,"S F","Heliport",5500
"1981",39.7666533332556,-105.090261944559,"Lutheran Medical Center","Heliport",5500
"1982",38.8999830552495,-108.483978055797,"Whitewater","Heliport",6208
"1985",39.6999861107748,-106.767259444005,"Castle Peak","Heliport",9212
"1986",37.683330555781,-107.767286389033,"Coal Bank Pass","Heliport",10634
"1987",38.9852697224773,-104.917203610724,"Northfield","Heliport",9200
"1989",40.0857352780677,-102.235208889293,"Wcdh","Heliport",3640
"1995",40.1213888889595,-102.737777778185,"Yuma District Hospital","Heliport",4153
"1998",15.2097222222577,145.721388888892,"Commonwealth Health Center","Heliport",16
"1999",15.1883333334511,145.723888888649,"Gualo Ral","Heliport",250
"2000",15.1144444447313,145.701944444037,"Coral Ocean Point Pro-Shop","Heliport",125
"2002",14.9633333332087,145.641666666514,"Dynasty","Heliport",150
"2004",14.9625000002975,145.630277777731,"Tinian Dynasty","Heliport",175
"2005",14.9600000003548,145.626388889119,"Tinian","Heliport",75
"2006",15.249999999657,145.783333333219,"Nikko","Heliport",60
"2010",41.6272888889613,-72.7274638889131,"Berlin Fairgrounds","Heliport",60
